,Unnamed: 0,CandidateId,CandidateNo,FirstName,LastName,PartyName,PartyNumber,Title,Votable,province_id,province_name,zone_number,PartyTerminated,Age,Occupation,HighestEducation,ImageFileId,SelfIntroduceFileId
11,11,b234022f-9a07-4ac8-83a0-96ec2d19baa6,12,คมศักดิ์,ศักดิ์เพชรพลอย,เสรีรวมไทย,145,นาย,True,23,ตราด,1,False,69,ค้าขาย,ต่ำกว่าปริญญาตรี,5c58023afbcb5f1eec0f7d9c,5c5e35c5fbcb5f14489a2e66
12,12,8ff113ed-17f3-448b-8f6a-da17c08eb06d,13,กิตติธัช,ไชยอรรถ,รวมพลังประชาชาติไทย,181,นาย,True,23,ตราด,1,False,49,ทำสวน,ต่ำกว่าปริญญาตรี,5c580266fbcb5f1eec0f807a,5c5e37b8fbcb5f14489a30de
13,13,6bf2442b-e780-4206-8755-388009107c30,14,กริ่ม,หาญพัฒน์,ไทยศรีวิไลย์,180,นาย,True,23,ตราด,1,False,64,ทำสวน,ต่ำกว่าปริญญาตรี,5c580295fbcb5f1eec0f8294,5c5e38e1fbcb5f14489a3174
14,14,175049e8-b99b-4ed1-8806-caaca89753b0,15,อำพร,แพทย์ศาสตร์,รักษ์ผืนป่าประเทศไทย,133,นาย,True,23,ตราด,1,False,67,ธุรกิจส่วนตัว,ปริญญาตรี,5c5802b8fbcb5f1eec0f83ad,5c5e39f6fbcb5f14489a32d8
15,15,e6eb93d5-3d44-4fc0-913f-403f4070e8c2,16,รัฐ,อภิบาลศรี,ประชาภิวัฒน์,172,นาย,True,23,ตราด,1,False,45,ลูกจ้างบริษัท,ปริญญาตรี,5c57dbe6fbcb5f1eec0e0347,5c5e6167fbcb5f14489a55f8
16,16,801321e6-2af5-4120-ac28-ba0858dcc998,17,วีระชัย,จูห้อง,ชาติไทยพัฒนา,55,นาย,True,23,ตราด,1,False,60,ทำสวน,ปริญญาตรี,5c580303fbcb5f1eec0f8920,5c5e5b96fbcb5f14489a5320
17,17,158e34d4-6583-48e4-abf5-ba34010407c9,18,สุวรรณ,สงวนหงษ์,พลังชาติไทย,186,นาย,True,23,ตราด,1,False,56,ทำสวน,ต่ำกว่าปริญญาตรี,5c594290fbcb5f1d8816ffdc,5c5e58b8fbcb5f14489a51a0
18,18,9fbd1d83-f22b-4a61-9437-429c7a56c95b,19,สุภาพ,นิยม,เศรษฐกิจใหม่,193,นาย,True,23,ตราด,1,False,53,ธุรกิจส่วนตัว,ปริญญาโท,5c5942b7fbcb5f1d88170127,5c5e400dfbcb5f14489a389c
19,19,19a441f4-717d-4263-8e95-7f09fac22ac3,20,ธนินท์ธร,เกษรมาลา,ประชากรไทย,2,นาย,False,23,ตราด,1,False,33,ค้าขาย,ต่ำกว่าปริญญาตรี,5c5aa464fbcb5f19bcab668e,5c5e3dadfbcb5f14489a36b0
20,20,aa8b5d57-8687-47ef-84cd-d7a680d47eab,21,สาวิตรี,สืบสอน,ประชาธรรมไทย,190,นางสาว,True,23,ตราด,1,False,36,ธุรกิจส่วนตัว,ปริญญาตรี,5c5aa491fbcb5f19bcab675b,5c5e4317fbcb5f14489a3afe
21,21,50a1b5a9-b274-40a3-9d67-5d131033574a,22,ธัญวรินทร์,แดงอาจ,ครูไทยเพื่อประชาชน,118,นางสาว,True,23,ตราด,1,False,41,ธุรกิจส่วนตัว,ปริญญาตรี,5c5d3635fbcb5f0fd885f3ec,5c5e44b9fbcb5f14489a3c84
22,22,35f9e7a3-3efc-4002-b58c-2867f9e50a1d,23,ลัดดา,แขวงอุบล,เครือข่ายชาวนาแห่งประเทศไทย,22,นาง,True,23,ตราด,1,False,54,เกษตรกร,ต่ำกว่าปริญญาตรี,5c5d36a8fbcb5f0fd885f731,5c5e4989fbcb5f14489a40e9
23,23,848c78f2-1397-4739-bf41-37b078e3c929,24,ไพรัตน์,เกษโกวิท,พลังสังคม,198,นาย,True,23,ตราด,1,False,55,ค้าขาย,ต่ำกว่าปริญญาตรี,5c5d396bfbcb5f0fd8860c3f,5c5e4c7cfbcb5f14489a43ba
24,24,ec0240aa-9846-4125-893c-d379157b5206,25,ชูเกียรติ,บางขุนทด,ไทรักธรรม,144,นาย,True,23,ตราด,1,False,25,ค้าขาย,ต่ำกว่าปริญญาตรี,5c5d4745fbcb5f0fd88699d9,5c5e50eefbcb5f14489a4823
25,25,5f3fed6f-eb88-402c-874f-306a7048fac8,1,ธนภัทร,พุฒซ้อน,เสรีรวมไทย,145,นาย,True,26,นครนายก,1,False,56,ข้าราชการทหาร,ปริญญาเอก,5c57e159fbcb5f1eec0e2586,5c580afbfbcb5f1eec0ff12f
26,26,b3e771cc-4976-4a2d-8627-99e6d9b5ce34,2,รพีพงศ์,วิริยะกุลมงคล,ประชานิยม,191,นาย,True,26,นครนายก,1,False,62,ข้าราชการครู,ปริญญาโท,5c5ba30cfbcb5f16fc6597ac,5c5ba87afbcb5f16fc65bd56
27,27,0f19fd8a-d148-42f7-b51b-0c730d3f7ca3,3,มาริสา,บำรุง,ประชาภิวัฒน์,172,นาง,True,26,นครนายก,1,False,67,รับราชการครู,ปริญญาตรี,5c5ba8bbfbcb5f16fc65bf3a,5c5bab11fbcb5f16fc65ce5d
28,28,2b5437d7-90a7-4439-8af0-f8be7eed83e6,4,ธนวัฒน์,เสือสวย,เพื่อชาติ,149,จ่าสิบเอก,True,26,นครนายก,1,False,62,ข้าราชการบำนาญ,ปริญญาตรี,5c5bad06fbcb5f16fc65db22,5c5baff6fbcb5f16fc65f800
29,29,fb00276d-0ce0-489e-b9ff-11449ee14bd0,5,รัชฏะ,สมรทินกร,ชาติพัฒนา,45,นาย,True,26,นครนายก,1,False,48,รับจ้าง,ต่ำกว่าปริญญาตรี,5c5bbe55fbcb5f16fc665eaf,5c5bc05efbcb5f16fc66668d
30,30,47c0c7cc-d37e-48d0-82b4-f8c65c7351ca,6,นิรัฐ,นิภานันท์,รักษ์ผืนป่าประเทศไทย,133,นาย,True,26,นครนายก,1,False,59,รับราชการ,ปริญญาตรี,5c5bc0bcfbcb5f16fc6667dc,5c5bc238fbcb5f16fc666c90
31,31,27fa9c6c-3341-4d27-a157-5f1e7041db3c,7,สมพงษ์,สายทอง,พลังประชารัฐ,192,นาย,True,26,นครนายก,1,False,56,นักการเมืองท้องถิ่น,ปริญญาโท,5c5bc288fbcb5f16fc666d86,5c5bc4b4fbcb5f16fc6676b0
32,32,1c808a49-9673-480d-b32e-9718e41f428d,8,สุริยา,ดวงจิตร,ประชาธิปไตยใหม่,109,นาย,True,26,นครนายก,1,False,42,เกษตรกรรม,ต่ำกว่าปริญญาตรี,5c5bc518fbcb5f16fc66792d,5c5bc690fbcb5f16fc668070
33,33,e4cac2b9-f2e0-4e4c-a9b0-faed01c9fd47,9,วุฒิชัย,กิตติธเนศวร,เพื่อไทย,34,นาย,True,26,นครนายก,1,False,64,นักการเมือง,ปริญญาเอก,5c5bc7c0fbcb5f16fc6685e5,5c5bc9f6fbcb5f16fc6692c0
34,34,5a4e1c87-667e-466f-b738-7c4c7826b9fd,10,นิคม,พุ่มพิจิตร์,พลังท้องถิ่นไท,124,ว่าที่ร้อยตรี,True,26,นครนายก,1,False,48,สมาชิกสภาท้องถิ่น,ปริญญาตรี,5c5bca43fbcb5f16fc669536,5c5bcbfffbcb5f16fc66a124
35,35,46db98f7-2dde-4bf6-9383-5b48167e3726,11,สกลชัย,อิสระเสนารักษ์,ประชาธิปัตย์,1,นาย,True,26,นครนายก,1,False,41,เจ้าของกิจการ สถานบริการน้ำมันเชื้อเพลิงชาญชัยเซอร์วิส,ปริญญาโท,5c5ced2ffbcb5f16fc68db68,5c5cf1c1fbcb5f16fc68f98f
36,36,4382a1b8-b29d-439b-bc98-ecd210af3abc,12,สันทัด,ระงับทุกข์,พลังปวงชนไทย,184,นาย,True,26,นครนายก,1,False,67,รับราชการครู,ปริญญาโท,5c5cf207fbcb5f16fc68fb2f,5c5cf4a2fbcb5f16fc690ca3
37,37,09a4965a-9a25-4df8-b778-bec093249f53,13,ธนานุพงษ์,มีมา,พลเมืองไทย,173,นาย,True,26,นครนายก,1,False,37,หัวหน้างานฝ่ายอาคารสถานที่ บริษัท ไทยรวมทุนคลังสินค้า จำกัด,ปริญญาโท,5c5cf519fbcb5f16fc690f40,5c5d0d5ffbcb5f0fd884e230
38,38,dc16f3b3-4855-4fd1-880e-1f090a96133b,14,มูมัด,มั่นคง,ประชาชาติ,187,นาย,True,26,นครนายก,1,False,58,ครูสอนศาสนา,ปริญญาตรี,5c5cfa51fbcb5f0fd88451de,5c5d0480fbcb5f0fd884a81c
39,39,69662bf8-bf62-4410-8acf-94f5cb1a39bb,15,ปวีนา,ศุขวัฒน์,ภูมิใจไทย,63,นาง,True,26,นครนายก,1,False,62,ผู้อำนวยการวิทยาลัยเทคโนโลยีพณิชยการนครนายก,ปริญญาเอก,5c5d0e9cfbcb5f0fd884eb7a,5c5d1090fbcb5f0fd884f36b
40,40,74cc6b1c-da3f-49c7-91c5-022d1531dded,16,อุดม,พัชรพนาวีร์,อนาคตใหม่,177,นาย,True,26,นครนายก,1,False,56,ค้าขาย,ปริญญาโท,5c5d11c2fbcb5f0fd884f782,5c5d1348fbcb5f0fd884fbc1
41,41,b56e0c9b-f172-43fc-9d65-c515de2f7233,17,สมศิริ,กัลยาเลิศ,รวมพลังประชาชาติไทย,181,นาง,True,26,นครนายก,1,False,65,เกษตรกร,ต่ำกว่าปริญญาตรี,5c5d1407fbcb5f0fd884fe44,5c5d15fdfbcb5f0fd8850519
42,42,3dd8cc25-1dee-41c7-bd29-3ef251fe563a,18,บุญเลิศ,แก้วใย,เศรษฐกิจใหม่,193,นาย,True,26,นครนายก,1,False,55,ค้าขาย,ปริญญาตรี,5c5d173cfbcb5f0fd88509ca,5c5d1995fbcb5f0fd88514b1
43,43,19e2b08e-ff84-4992-9618-565e9e5ddb19,19,เกียรติภัช,เกิดรี,ครูไทยเพื่อประชาชน,118,นาย,True,26,นครนายก,1,False,45,ประกอบอาชีพธุรกิจส่วนตัวเกี่ยวกับการเกษตร,ปริญญาตรี,5c5d1a4bfbcb5f0fd885179f,5c5d1c4efbcb5f0fd8852316
44,44,72b1e164-aff7-4557-abb3-3a4789ca8b31,20,ประสิทธิ์,วงษ์อินทร์,พลังชาติไทย,186,นาย,True,26,นครนายก,1,False,63,เปิดร้านซ่อมรถจักรยานยนต์-ขายอะไหล่,ต่ำกว่าปริญญาตรี,5c5d1cecfbcb5f0fd885278c,5c5d1e86fbcb5f0fd8853289
45,45,55c2e24a-3b60-4358-baf4-4b39cc3e1b49,21,ประสงค์,สภาพฤกษ์,เพื่อแผ่นดิน,41,นาย,True,26,นครนายก,1,False,39,ธุรกิจส่วนตัว,ต่ำกว่าปริญญาตรี,5c5d477bfbcb5f0fd8869c5e,5c5d49bdfbcb5f0fd886b682
46,46,408faf24-5da8-40e2-998d-62a094ba1173,1,อนันต์,ทอดทิ้ง,เพื่อชาติ,149,นาย,True,82,พังงา,1,False,37,สมาชิกสภา อบต.คลองเคียน,ปริญญาโท,5c57eaa3fbcb5f1eec0e70cb,5c57ef28fbcb5f1eec0e9a5b
47,47,f27e08e6-f30b-4b22-b90d-b86fdafe27ac,2,นริษรา,เพชรพฤทธิ์,ภูมิใจไทย,63,นางสาว,True,82,พังงา,1,False,32,ทนายความ,ปริญญาตรี,5c57efbcfbcb5f1eec0e9f49,5c57f21bfbcb5f1eec0eb582
48,48,f37328c0-4abe-438d-8e5e-a7e857a104fa,3,กุลชญา,นนทรีย์,เพื่อแผ่นดิน,41,นางสาว,True,82,พังงา,1,False,46,ตัวแทนประกันชีวิต,ปริญญาตรี,5c57f4eafbcb5f1eec0ed1e0,5c57f5d7fbcb5f1eec0edd26
49,49,36d090ad-be37-4672-8e8e-88b41635a692,4,ชนัญ,เรืองผล,เสรีรวมไทย,145,นาย,True,82,พังงา,1,False,54,ข้าราชการการเมือง (สมาชิก อบต.),ต่ำกว่าปริญญาตรี,5c57f636fbcb5f1eec0ee1b1,5c57fa5ffbcb5f1eec0f0e4e
50,50,ed73a17e-0003-448f-8802-e392ae0fccf9,5,เจษฎา,โกลิบุตร,ไทยรักษาชาติ,77,นาย,True,82,พังงา,1,True,35,ธุรกิจส่วนตัว,ปริญญาตรี,5c57faedfbcb5f1eec0f1478,
51,51,7138ef41-9bcb-4ecf-82c6-ea7087f5aa53,6,กิตติชัย,ประสงค์ผล,พลังธรรมใหม่,175,นาย,True,82,พังงา,1,False,33,ทนายความ,ปริญญาโท,5c580301fbcb5f1eec0f88ed,5c5804d0fbcb5f1eec0fa226
52,52,a130cdfb-ca09-4a20-bae5-d1d1ff817b3e,7,โรจน์ศักดิ์,บุญรักษ์,ประชาภิวัฒน์,172,นาย,True,82,พังงา,1,False,57,เกษตรกร,ปริญญาตรี,5c580514fbcb5f1eec0fa652,5c580714fbcb5f1eec0fc257
53,53,72d2eea6-4310-43d6-970e-748cc0cbd559,8,กันตวรรณ,ตันเถียร,ประชาธิปัตย์,1,นาง,True,82,พังงา,1,False,47,นักการเมือง,ปริญญาโท,5c580785fbcb5f1eec0fc90a,5c580a36fbcb5f1eec0fe836
54,54,da667d4d-1e4c-4077-a0c7-5e94976e7bdd,9,สุรเดช,แจวทอง,รักษ์ผืนป่าประเทศไทย,133,นาย,True,82,พังงา,1,False,60,เป็นลูกจ้างประจำบำนาญ,ต่ำกว่าปริญญาตรี,5c580a85fbcb5f1eec0feca8,5c580c29fbcb5f1eec10009a
55,55,bbb8cbbd-bca8-4a2a-862b-ea2d25848d03,10,สมคิด,เปาะทอง,ประชานิยม,191,ร.ต.ท.,True,82,พังงา,1,False,62,ข้าราชการตำรวจ,ต่ำกว่าปริญญาตรี,5c580f97fbcb5f1eec102915,5c5812bbfbcb5f1eec104615
56,56,e925800c-6a22-4d49-ac61-e85a493be300,11,นิยม,หัศนี,ประชาชาติ,187,นาย,True,82,พังงา,1,False,44,ผู้บริหารโรงเรียนเอกชน,ปริญญาโท,5c581307fbcb5f1eec104861,5c58155ffbcb5f1eec105b60
57,57,24a609d9-26f0-4021-ada6-739969b7f30f,12,ธรณินทร์,กิตติวรรณาภรณ์,พลังท้องถิ่นไท,124,นาย,True,82,พังงา,1,False,44,พนักงานขายอิสระ บ.ฉลองคอนกรีตและในเครือ,ปริญญาตรี,5c581cb6fbcb5f1eec108939,5c581fedfbcb5f1eec1098e6
58,58,ec8098fd-ca12-4c73-bb17-cdd8e262ed06,13,ขจรศักดิ์,เครือยศ,เพื่อธรรม,98,นาย,False,82,พังงา,1,False,57,ค้าขาย,ต่ำกว่าปริญญาตรี,5c581a11fbcb5f1eec107cd2,5c581c2dfbcb5f1eec108666
59,59,f6da3e0b-c89d-4676-bae3-f6de812bb980,14,เจือ,สิริพร,ชาติไทยพัฒนา,55,นาย,True,82,พังงา,1,False,62,ข้าราชการบำนาญกรมส่งเสริมการเกษตร,ปริญญาตรี,5c5820b4fbcb5f1eec109cf3,5c582473fbcb5f1eec10ab7a
60,60,15d7feb0-b638-4a91-af3d-ce9c1a18104c,15,ชาญวิศว์,บรรจงการ,พลังประชารัฐ,192,นาย,True,82,พังงา,1,False,59,พนักงานรัฐวิสาหกิจ,ปริญญาโท,5c582517fbcb5f1eec10aee3,5c5826e9fbcb5f1eec10b35d
61,61,775b05e6-5aef-457a-9a90-50bc4e28e0ff,16,นวลละมัย,ขวัญเพ็ชร์,พลังปวงชนไทย,184,นาง,True,82,พังงา,1,False,55,ผู้จัดการภาค บมจ.ไทยประกันชีวิต สาขาตะกั่วป่า,ต่ำกว่าปริญญาตรี,5c594c6cfbcb5f1d8817853a,5c594f82fbcb5f1d8817a94a
62,62,c0f2cfa6-4f5b-4392-90a5-a9ecba2ba255,17,ทรงสวรรค์,บัวแก้ว,พลังไทยรักไทย,185,นาย,True,82,พังงา,1,False,52,ค้าขาย,ต่ำกว่าปริญญาตรี,5c594fc9fbcb5f1d8817ac69,5c5952c8fbcb5f1d8817d456
63,63,402b8d13-1956-47c3-9e3a-49a0ffa9e050,18,วินัย,จันทริก,กรีน,206,นาย,True,82,พังงา,1,False,39,เกษตรกร,ต่ำกว่าปริญญาตรี,5c5953e2fbcb5f1d8817db73,5c5956c8fbcb5f1d8817f893
64,64,6d02ae56-f61b-4c71-9d07-aa62762a9e13,19,กรวิภาส,หมายแร่,รวมพลังประชาชาติไทย,181,นาย,True,82,พังงา,1,False,35,ธุระกิจส่วนตัว,ต่ำกว่าปริญญาตรี,5c59572afbcb5f1d8817faf8,5c595ad3fbcb5f1d8818128a
65,65,f175c9ba-dc12-414e-a0ea-42b6e921b955,20,จิรพงศ์,มาศทอง,อนาคตใหม่,177,นาย,True,82,พังงา,1,False,41,อาชีพอิสระ,ปริญญาตรี,5c595b1cfbcb5f1d88181389,5c595f92fbcb5f1d88182096
66,66,911e6fb7-8120-4184-9759-70aa91ddd0ee,21,ชัยณรงค์,คงใหม่,พลังชาติไทย,186,ร.ต.ต.,True,82,พังงา,1,False,50,รับราชการตำรวจ,ปริญญาโท,5c596006fbcb5f1d8818219a,5c5ab976fbcb5f19bcab9a0a
67,67,d8f9021b-9457-4a88-b8b8-0f6b95e7b4d4,22,สมนึก,สมศักดิ์,ประชาชนปฏิรูป,176,นาย,True,82,พังงา,1,False,47,ทนายความ,ปริญญาตรี,5c5ab9cefbcb5f19bcab9b2e,5c5abd4afbcb5f19bcab9fc4
68,68,1cd15fb9-6488-40d9-9638-d2a162898f6d,23,ม่อหมาด,เด่นมาลัย,ไทยศรีวิไลย์,180,นาย,True,82,พังงา,1,False,49,รับจ้างทั่วไป,ต่ำกว่าปริญญาตรี,5c5abd92fbcb5f19bcab9ff2,5c5abf75fbcb5f19bcaba19d
69,69,fbe57d4d-3e75-4c99-8a2a-6fdec148b902,24,สุทิน,ศรีรัฐ,ภราดรภาพ,154,นาย,True,82,พังงา,1,False,45,ธุรกิจส่วนตัว,ปริญญาโท,5c5bf9f1fbcb5f16fc680b79,5c5c0317fbcb5f16fc682b1f
70,70,cdb1a204-e212-4c9f-9d9f-5df846655be4,25,วินัย,มัจฉาเวช,ครูไทยเพื่อประชาชน,118,นาย,True,82,พังงา,1,False,40,รับจ้าง,ปริญญาตรี,5c5c0368fbcb5f16fc682c82,5c5c0573fbcb5f16fc682f28
71,71,0ea0ce2d-7cb7-4f27-a3e2-c8bdedff906f,26,หาบ,คมขำ,พลังสังคม,198,นาย,True,82,พังงา,1,False,61,เกษตร,ต่ำกว่าปริญญาตรี,5c5c05ccfbcb5f16fc683094,5c5c0b9ffbcb5f16fc683c42
72,72,f5cff979-6526-48fb-8fab-b12dacf17009,27,ธวัช,ชุมช่วย,พลังไทสร้างชาติ,200,นาย,True,82,พังงา,1,False,46,ทำสวน,ต่ำกว่าปริญญาตรี,5c5d3678fbcb5f0fd885f5a7,5c5d3869fbcb5f0fd8860526
73,73,70cf98a2-f704-4047-b897-b8c439a19173,28,วิรัช,เจียรธนกฤติ,ถิ่นกาขาวชาววิไล,129,นาย,True,82,พังงา,1,False,62,ธุรกิจส่วนตัว,ต่ำกว่าปริญญาตรี,5c5cfbdcfbcb5f0fd8845f5e,5c5cfea0fbcb5f0fd8847552
74,74,bee48c56-2603-4a12-90d2-070a37b78727,29,ประภากร,สมประกอบ,เศรษฐกิจใหม่,193,นางสาว,True,82,พังงา,1,False,38,เกษตรกร,ปริญญาตรี,5c5d26e6fbcb5f0fd88574ed,5c5d294bfbcb5f0fd8858981
75,75,0a88bc44-a06c-453a-84b9-e34703b3dbc6,30,อิฐหรอเหม,ใจขยัน,คลองไทย,189,นาย,True,82,พังงา,1,False,56,ค้าขาย,ต่ำกว่าปริญญาตรี,5c5d0a3dfbcb5f0fd884d096,5c5d0e69fbcb5f0fd884e920
76,76,c7d860df-dc3f-4bf4-86da-9fb4e78cdcf9,31,ปรารถนา,หนูด้วง,ไทรักธรรม,144,นางสาว,True,82,พังงา,1,False,38,เลขานุการ,ปริญญาตรี,5c5d2a3ffbcb5f0fd8859082,5c5d3236fbcb5f0fd885d594
77,77,8086fb45-7e0f-4e98-ac2e-4f456de9b1a5,32,วสันต์,ศรีรัตน์,ความหวังใหม่,13,นาย,True,82,พังงา,1,False,25,ช่างไฟฟ้า,ต่ำกว่าปริญญาตรี,5c5d33b5fbcb5f0fd885e109,5c5d35a1fbcb5f0fd885ef7c
78,78,49cdb047-184a-4b4e-afd3-f36ede37e5d9,33,สุริยัน,ส่งศฤงคาร,พลังศรัทธา,201,นาย,True,82,พังงา,1,False,53,ธุรกิจส่วนตัว,ปริญญาโท,5c5d3ce3fbcb5f0fd8862c8d,5c5d3f1cfbcb5f0fd88642b7
79,79,7d5dd4d5-204b-47bf-89b0-c7ea2dda064d,1,สมจิต,สุวรรณบุษย์,รวมพลังประชาชาติไทย,181,นาย,True,58,แม่ฮ่องสอน,1,False,63,ข้าราชการบำนาญ,ปริญญาโท,5c57af58fbcb5f1eec0cff42,5c57b1f1fbcb5f1eec0d0adb
80,80,9020749b-fd56-4513-9c7d-3bddf614027c,2,อำนาจ,แสงสกาย,ทางเลือกใหม่,170,นาย,True,58,แม่ฮ่องสอน,1,False,41,เกษตรกร,ปริญญาตรี,5c57ba35fbcb5f1eec0d38f3,5c57bc1ffbcb5f1eec0d48cc
81,81,4152eff9-53c3-49ec-a658-6058a6de703a,3,ชุณห์พิมาน,เชษฐ์เมทินี,เพื่อชาติ,149,นาง,True,58,แม่ฮ่องสอน,1,False,61,อดีตข้าราชการครู,ปริญญาโท,5c57c2effbcb5f1eec0d7d93,5c57c5c7fbcb5f1eec0d9a0a
82,82,f41bcc18-e01a-4684-bd08-5dfff229eee9,4,วิเชียร,บุญระชัยสวรรค์,เพื่อไทย,34,นาย,True,58,แม่ฮ่องสอน,1,False,53,เกษตรกรและสมาชิก อบจ. แม่ฮ่องสอน,ปริญญาโท,5c57c6eafbcb5f1eec0da4a8,5c57ca0ffbcb5f1eec0db918
83,83,49ffb995-00bc-437f-ab06-7863ffc473a1,5,ซัวหยี้,แซ่หัน,ประชาชาติ,187,นาย,True,58,แม่ฮ่องสอน,1,False,61,เกษตรกร,ต่ำกว่าปริญญาตรี,5c57cc75fbcb5f1eec0dc0ee,5c57cdd8fbcb5f1eec0dc5f3
84,84,28093ef2-d3d1-463a-8dc2-03f03d764ae2,6,โอภาส,ต้ออาษา,แผ่นดินธรรม,188,นาย,True,58,แม่ฮ่องสอน,1,False,61,พ่อบ้าน,ต่ำกว่าปริญญาตรี,5c57d1f5fbcb5f1eec0dd4af,5c57d412fbcb5f1eec0ddced
85,85,7db38108-97ac-4772-a481-fcee3adc89c2,7,สมบูรณ์,ไพรวัลย์,ชาติไทยพัฒนา,55,นาย,True,58,แม่ฮ่องสอน,1,False,60,ธุรกิจส่วนตัว,ปริญญาโท,5c57d92efbcb5f1eec0df610,5c57db0efbcb5f1eec0dfe79
86,86,83a7c94a-312f-445d-a88f-9cd51da219c0,8,รัตน์ติการ,เสริมเสรี,พลังธรรมใหม่,175,นางสาว,True,58,แม่ฮ่องสอน,1,False,46,ค้าขาย,ต่ำกว่าปริญญาตรี,5c57e377fbcb5f1eec0e3612,5c57e4c8fbcb5f1eec0e3f2f
87,87,1e610c23-b76e-49c7-909c-cf61ae990a42,9,สนธยา,มานะจิตต์,ภูมิใจไทย,63,นาย,True,58,แม่ฮ่องสอน,1,False,47,"สามาชิกสภาองค์การบริหารส่วนจังหวัดแม่ฮ่องสอน, ทนายความ",ปริญญาตรี,5c57e732fbcb5f1eec0e5431,5c57e9f1fbcb5f1eec0e6c1f
88,88,0d07ea6e-001d-42b7-a46f-82c76cd4c808,10,ดำริ,สุมงคลลาภ,ประชาภิวัฒน์,172,นาย,True,58,แม่ฮ่องสอน,1,False,52,รับจ้าง,ต่ำกว่าปริญญาตรี,5c57ed20fbcb5f1eec0e8688,5c580758fbcb5f1eec0fc5f3
